latestentry,ODS,supplier
2019-08-01 00:00:00+00:00,B86059,EMIS
2019-08-01 00:00:00+00:00,B86064,EMIS
2019-08-01 00:00:00+00:00,B86068,EMIS
2019-08-01 00:00:00+00:00,B86069,EMIS
2019-08-01 00:00:00+00:00,B86081,EMIS
2019-08-01 00:00:00+00:00,B86086,EMIS
2019-08-01 00:00:00+00:00,B86110,EMIS
2019-08-01 00:00:00+00:00,C81640,EMIS
2019-08-01 00:00:00+00:00,D82001,EMIS
2019-08-01 00:00:00+00:00,D82028,EMIS
2019-08-01 00:00:00+00:00,D82029,EMIS
2019-08-01 00:00:00+00:00,D82062,EMIS
2019-08-01 00:00:00+00:00,D82088,EMIS
2019-08-01 00:00:00+00:00,D82104,EMIS
2019-08-01 00:00:00+00:00,D82600,EMIS
2019-08-01 00:00:00+00:00,D83010,EMIS
2019-08-01 00:00:00+00:00,D83035,EMIS
2019-08-01 00:00:00+00:00,E82012,EMIS
2019-08-01 00:00:00+00:00,E82098,EMIS
2019-08-01 00:00:00+00:00,F82017,EMIS
2019-08-01 00:00:00+00:00,F82027,EMIS
2019-08-01 00:00:00+00:00,F82614,EMIS
2019-08-01 00:00:00+00:00,F83652,EMIS
2019-08-01 00:00:00+00:00,F85019,EMIS
2019-08-01 00:00:00+00:00,F85045,EMIS
2019-08-01 00:00:00+00:00,F86005,EMIS
2019-08-01 00:00:00+00:00,F86627,EMIS
2019-08-01 00:00:00+00:00,F86689,EMIS
2019-08-01 00:00:00+00:00,G81059,EMIS
2019-08-01 00:00:00+00:00,G82036,EMIS
2019-08-01 00:00:00+00:00,G82069,EMIS
2019-08-01 00:00:00+00:00,G82071,EMIS
2019-08-01 00:00:00+00:00,G82072,EMIS
2019-08-01 00:00:00+00:00,G82086,EMIS
2019-08-01 00:00:00+00:00,G82091,EMIS
2019-08-01 00:00:00+00:00,G82097,EMIS
2019-08-01 00:00:00+00:00,G82109,EMIS
2019-08-01 00:00:00+00:00,G82122,EMIS
2019-08-01 00:00:00+00:00,G82128,EMIS
2019-08-01 00:00:00+00:00,G82622,EMIS
2019-08-01 00:00:00+00:00,G82653,EMIS
2019-08-01 00:00:00+00:00,G82790,EMIS
2019-08-01 00:00:00+00:00,G83004,EMIS
2019-08-01 00:00:00+00:00,G83049,EMIS
2019-08-01 00:00:00+00:00,G83630,EMIS
2019-08-01 00:00:00+00:00,G83642,EMIS
2019-08-01 00:00:00+00:00,H81005,EMIS
2019-08-01 00:00:00+00:00,H81023,EMIS
2019-08-01 00:00:00+00:00,H81030,EMIS
2019-08-01 00:00:00+00:00,H81037,EMIS
2019-08-01 00:00:00+00:00,H81045,EMIS
2019-08-01 00:00:00+00:00,H81051,EMIS
2019-08-01 00:00:00+00:00,H81055,EMIS
2019-08-01 00:00:00+00:00,H81056,EMIS
2019-08-01 00:00:00+00:00,H81058,EMIS
2019-08-01 00:00:00+00:00,H81060,EMIS
2019-08-01 00:00:00+00:00,H81062,EMIS
2019-08-01 00:00:00+00:00,H81083,EMIS
2019-08-01 00:00:00+00:00,H81089,EMIS
2019-08-01 00:00:00+00:00,H81101,EMIS
2019-08-01 00:00:00+00:00,H81116,EMIS
2019-08-01 00:00:00+00:00,H81119,EMIS
2019-08-01 00:00:00+00:00,H81638,EMIS
2019-08-01 00:00:00+00:00,H82009,EMIS
2019-08-01 00:00:00+00:00,H82015,EMIS
2019-08-01 00:00:00+00:00,H82021,EMIS
2019-08-01 00:00:00+00:00,H82023,EMIS
2019-08-01 00:00:00+00:00,H82029,EMIS
2019-08-01 00:00:00+00:00,H82041,EMIS
2019-08-01 00:00:00+00:00,H82043,EMIS
2019-08-01 00:00:00+00:00,H82045,EMIS
2019-08-01 00:00:00+00:00,H82048,EMIS
2019-08-01 00:00:00+00:00,H82055,EMIS
2019-08-01 00:00:00+00:00,H82061,EMIS
2019-08-01 00:00:00+00:00,H82065,EMIS
2019-08-01 00:00:00+00:00,H82070,EMIS
2019-08-01 00:00:00+00:00,H82076,EMIS
2019-08-01 00:00:00+00:00,H82077,EMIS
2019-08-01 00:00:00+00:00,H82083,EMIS
2019-08-01 00:00:00+00:00,H82087,EMIS
2019-08-01 00:00:00+00:00,H82091,EMIS
2019-08-01 00:00:00+00:00,H82096,EMIS
2019-08-01 00:00:00+00:00,H83631,EMIS
2019-08-01 00:00:00+00:00,H84015,EMIS
2019-08-01 00:00:00+00:00,H84053,EMIS
2019-08-01 00:00:00+00:00,H84062,EMIS
2019-08-01 00:00:00+00:00,J82005,EMIS
2019-08-01 00:00:00+00:00,J82006,EMIS
2019-08-01 00:00:00+00:00,J82010,EMIS
2019-08-01 00:00:00+00:00,J82012,EMIS
2019-08-01 00:00:00+00:00,J82021,EMIS
2019-08-01 00:00:00+00:00,J82023,EMIS
2019-08-01 00:00:00+00:00,J82026,EMIS
2019-08-01 00:00:00+00:00,J82033,EMIS
2019-08-01 00:00:00+00:00,J82041,EMIS
2019-08-01 00:00:00+00:00,J82042,EMIS
2019-08-01 00:00:00+00:00,J82044,EMIS
2019-08-01 00:00:00+00:00,J82083,EMIS
2019-08-01 00:00:00+00:00,J82084,EMIS
2019-08-01 00:00:00+00:00,J82088,EMIS
2019-08-01 00:00:00+00:00,J82098,EMIS
2019-08-01 00:00:00+00:00,J82104,EMIS
2019-08-01 00:00:00+00:00,J82119,EMIS
2019-08-01 00:00:00+00:00,J82133,EMIS
2019-08-01 00:00:00+00:00,J82134,EMIS
2019-08-01 00:00:00+00:00,J82147,EMIS
2019-08-01 00:00:00+00:00,J82152,EMIS
2019-08-01 00:00:00+00:00,J82154,EMIS
2019-08-01 00:00:00+00:00,J82161,EMIS
2019-08-01 00:00:00+00:00,J82163,EMIS
2019-08-01 00:00:00+00:00,J82164,EMIS
2019-08-01 00:00:00+00:00,J82174,EMIS
2019-08-01 00:00:00+00:00,J82184,EMIS
2019-08-01 00:00:00+00:00,J82196,EMIS
2019-08-01 00:00:00+00:00,J82201,EMIS
2019-08-01 00:00:00+00:00,J82210,EMIS
2019-08-01 00:00:00+00:00,J82215,EMIS
2019-08-01 00:00:00+00:00,J82216,EMIS
2019-08-01 00:00:00+00:00,J82630,EMIS
2019-08-01 00:00:00+00:00,J82633,EMIS
2019-08-01 00:00:00+00:00,J82640,EMIS
2019-08-01 00:00:00+00:00,J82646,EMIS
2019-08-01 00:00:00+00:00,J82669,EMIS
2019-08-01 00:00:00+00:00,K81003,EMIS
2019-08-01 00:00:00+00:00,K81047,EMIS
2019-08-01 00:00:00+00:00,K81048,EMIS
2019-08-01 00:00:00+00:00,K81063,EMIS
2019-08-01 00:00:00+00:00,K81102,EMIS
2019-08-01 00:00:00+00:00,K84041,EMIS
2019-08-01 00:00:00+00:00,L81044,EMIS
2019-08-01 00:00:00+00:00,L82003,EMIS
2019-08-01 00:00:00+00:00,L82004,EMIS
2019-08-01 00:00:00+00:00,L82009,EMIS
2019-08-01 00:00:00+00:00,L82010,EMIS
2019-08-01 00:00:00+00:00,L82016,EMIS
2019-08-01 00:00:00+00:00,L82022,EMIS
2019-08-01 00:00:00+00:00,L82023,EMIS
2019-08-01 00:00:00+00:00,L82029,EMIS
2019-08-01 00:00:00+00:00,L82036,EMIS
2019-08-01 00:00:00+00:00,L82041,EMIS
2019-08-01 00:00:00+00:00,L82043,EMIS
2019-08-01 00:00:00+00:00,L82044,EMIS
2019-08-01 00:00:00+00:00,L82049,EMIS
2019-08-01 00:00:00+00:00,L82050,EMIS
2019-08-01 00:00:00+00:00,L82058,EMIS
2019-08-01 00:00:00+00:00,L82066,EMIS
2019-08-01 00:00:00+00:00,L82617,EMIS
2019-08-01 00:00:00+00:00,L82620,EMIS
2019-08-01 00:00:00+00:00,L82622,EMIS
2019-08-01 00:00:00+00:00,L83094,EMIS
2019-08-01 00:00:00+00:00,L85051,EMIS
2019-08-01 00:00:00+00:00,L85607,EMIS
2019-08-01 00:00:00+00:00,M81043,EMIS
2019-08-01 00:00:00+00:00,M82013,EMIS
2019-08-01 00:00:00+00:00,M84003,EMIS
2019-08-01 00:00:00+00:00,M84011,EMIS
2019-08-01 00:00:00+00:00,M84042,EMIS
2019-08-01 00:00:00+00:00,M85713,EMIS
2019-08-01 00:00:00+00:00,M85757,EMIS
2019-08-01 00:00:00+00:00,M86007,EMIS
2019-08-01 00:00:00+00:00,M91003,EMIS
2019-08-01 00:00:00+00:00,N83017,EMIS
2019-08-01 00:00:00+00:00,N83035,EMIS
2019-08-01 00:00:00+00:00,P81018,EMIS
2019-08-01 00:00:00+00:00,P82009,EMIS
2019-08-01 00:00:00+00:00,P82011,EMIS
2019-08-01 00:00:00+00:00,P82012,EMIS
2019-08-01 00:00:00+00:00,P82037,EMIS
2019-08-01 00:00:00+00:00,P82616,EMIS
2019-08-01 00:00:00+00:00,P82626,EMIS
2019-08-01 00:00:00+00:00,P82643,EMIS
2019-08-01 00:00:00+00:00,P82652,EMIS
2019-08-01 00:00:00+00:00,P84005,EMIS
2019-08-01 00:00:00+00:00,P84064,EMIS
2019-08-01 00:00:00+00:00,P86021,EMIS
2019-08-01 00:00:00+00:00,P87024,EMIS
2019-08-01 00:00:00+00:00,P88044,EMIS
2019-08-01 00:00:00+00:00,P92004,EMIS
2019-08-01 00:00:00+00:00,P92633,EMIS
2019-08-01 00:00:00+00:00,Y00159,EMIS
2019-08-01 00:00:00+00:00,Y00454,EMIS
2019-08-01 00:00:00+00:00,Y00969,EMIS
2019-08-01 00:00:00+00:00,Y01066,EMIS
2019-08-01 00:00:00+00:00,Y01281,EMIS
2019-08-01 00:00:00+00:00,Y02319,EMIS
2019-08-01 00:00:00+00:00,Y02322,EMIS
2019-08-01 00:00:00+00:00,Y02517,EMIS
2019-08-01 00:00:00+00:00,Y05317,EMIS
2019-08-01 00:00:00+00:00,A81007,EMIS
2019-08-01 00:00:00+00:00,A81021,EMIS
2019-08-01 00:00:00+00:00,A81035,EMIS
2019-08-01 00:00:00+00:00,A81039,EMIS
2019-08-01 00:00:00+00:00,A81040,EMIS
2019-08-01 00:00:00+00:00,A81043,EMIS
2019-08-01 00:00:00+00:00,A81053,EMIS
2019-08-01 00:00:00+00:00,A81058,EMIS
2019-08-01 00:00:00+00:00,A81066,EMIS
2019-08-01 00:00:00+00:00,A81611,EMIS
2019-08-01 00:00:00+00:00,A81618,EMIS
2019-08-01 00:00:00+00:00,A82003,EMIS
2019-08-01 00:00:00+00:00,A82004,EMIS
2019-08-01 00:00:00+00:00,A82005,EMIS
2019-08-01 00:00:00+00:00,A82006,EMIS
2019-08-01 00:00:00+00:00,A82007,EMIS
2019-08-01 00:00:00+00:00,A82008,EMIS
2019-08-01 00:00:00+00:00,A82009,EMIS
2019-08-01 00:00:00+00:00,A82010,EMIS
2019-08-01 00:00:00+00:00,A82012,EMIS
2019-08-01 00:00:00+00:00,A82013,EMIS
2019-08-01 00:00:00+00:00,A82014,EMIS
2019-08-01 00:00:00+00:00,A82015,EMIS
2019-08-01 00:00:00+00:00,A82016,EMIS
2019-08-01 00:00:00+00:00,A82019,EMIS
2019-08-01 00:00:00+00:00,A82020,EMIS
2019-08-01 00:00:00+00:00,A82021,EMIS
2019-08-01 00:00:00+00:00,A82022,EMIS
2019-08-01 00:00:00+00:00,A82023,EMIS
2019-08-01 00:00:00+00:00,A82024,EMIS
2019-08-01 00:00:00+00:00,A82025,EMIS
2019-08-01 00:00:00+00:00,A82026,EMIS
2019-08-01 00:00:00+00:00,A82027,EMIS
2019-08-01 00:00:00+00:00,A82028,EMIS
2019-08-01 00:00:00+00:00,A82029,EMIS
2019-08-01 00:00:00+00:00,A82030,EMIS
2019-08-01 00:00:00+00:00,A82031,EMIS
2019-08-01 00:00:00+00:00,A82032,EMIS
2019-08-01 00:00:00+00:00,A82033,EMIS
2019-08-01 00:00:00+00:00,A82034,EMIS
2019-08-01 00:00:00+00:00,A82035,EMIS
2019-08-01 00:00:00+00:00,A82036,EMIS
2019-08-01 00:00:00+00:00,A82037,EMIS
2019-08-01 00:00:00+00:00,A82038,EMIS
2019-08-01 00:00:00+00:00,A82039,EMIS
2019-08-01 00:00:00+00:00,A82041,EMIS
2019-08-01 00:00:00+00:00,A82044,EMIS
2019-08-01 00:00:00+00:00,A82045,EMIS
2019-08-01 00:00:00+00:00,A82046,EMIS
2019-08-01 00:00:00+00:00,A82047,EMIS
2019-08-01 00:00:00+00:00,A82048,EMIS
2019-08-01 00:00:00+00:00,A82049,EMIS
2019-08-01 00:00:00+00:00,A82050,EMIS
2019-08-01 00:00:00+00:00,A82053,EMIS
2019-08-01 00:00:00+00:00,A82055,EMIS
2019-08-01 00:00:00+00:00,A82058,EMIS
2019-08-01 00:00:00+00:00,A82062,EMIS
2019-08-01 00:00:00+00:00,A82064,EMIS
2019-08-01 00:00:00+00:00,A82065,EMIS
2019-08-01 00:00:00+00:00,A82068,EMIS
2019-08-01 00:00:00+00:00,A82070,EMIS
2019-08-01 00:00:00+00:00,A82071,EMIS
2019-08-01 00:00:00+00:00,A82072,EMIS
2019-08-01 00:00:00+00:00,A82075,EMIS
2019-08-01 00:00:00+00:00,A82077,EMIS
2019-08-01 00:00:00+00:00,A82608,EMIS
2019-08-01 00:00:00+00:00,A82613,EMIS
2019-08-01 00:00:00+00:00,A82617,EMIS
2019-08-01 00:00:00+00:00,A82620,EMIS
2019-08-01 00:00:00+00:00,A82621,EMIS
2019-08-01 00:00:00+00:00,A82623,EMIS
2019-08-01 00:00:00+00:00,A82629,EMIS
2019-08-01 00:00:00+00:00,A82631,EMIS
2019-08-01 00:00:00+00:00,A82646,EMIS
2019-08-01 00:00:00+00:00,A82647,EMIS
2019-08-01 00:00:00+00:00,A82650,EMIS
2019-08-01 00:00:00+00:00,A82651,EMIS
2019-08-01 00:00:00+00:00,A82654,EMIS
2019-08-01 00:00:00+00:00,A83003,EMIS
2019-08-01 00:00:00+00:00,A83009,EMIS
2019-08-01 00:00:00+00:00,A83011,EMIS
2019-08-01 00:00:00+00:00,A83024,EMIS
2019-08-01 00:00:00+00:00,A83026,EMIS
2019-08-01 00:00:00+00:00,A83028,EMIS
2019-08-01 00:00:00+00:00,A83029,EMIS
2019-08-01 00:00:00+00:00,A83036,EMIS
2019-08-01 00:00:00+00:00,A83052,EMIS
2019-08-01 00:00:00+00:00,A83055,EMIS
2019-08-01 00:00:00+00:00,A83644,EMIS
2019-08-01 00:00:00+00:00,A84009,EMIS
2019-08-01 00:00:00+00:00,A84011,EMIS
2019-08-01 00:00:00+00:00,A84018,EMIS
2019-08-01 00:00:00+00:00,A84024,EMIS
2019-08-01 00:00:00+00:00,A84033,EMIS
2019-08-01 00:00:00+00:00,A84034,EMIS
2019-08-01 00:00:00+00:00,A84040,EMIS
2019-08-01 00:00:00+00:00,A84614,EMIS
2019-08-01 00:00:00+00:00,A85001,EMIS
2019-08-01 00:00:00+00:00,A85002,EMIS
2019-08-01 00:00:00+00:00,A85003,EMIS
2019-08-01 00:00:00+00:00,A85004,EMIS
2019-08-01 00:00:00+00:00,A85005,EMIS
2019-08-01 00:00:00+00:00,A85006,EMIS
2019-08-01 00:00:00+00:00,A85007,EMIS
2019-08-01 00:00:00+00:00,A85008,EMIS
2019-08-01 00:00:00+00:00,A85009,EMIS
2019-08-01 00:00:00+00:00,A85010,EMIS
2019-08-01 00:00:00+00:00,A85011,EMIS
2019-08-01 00:00:00+00:00,A85012,EMIS
2019-08-01 00:00:00+00:00,A85013,EMIS
2019-08-01 00:00:00+00:00,A85014,EMIS
2019-08-01 00:00:00+00:00,A85016,EMIS
2019-08-01 00:00:00+00:00,A85017,EMIS
2019-08-01 00:00:00+00:00,A85018,EMIS
2019-08-01 00:00:00+00:00,A85019,EMIS
2019-08-01 00:00:00+00:00,A85020,EMIS
2019-08-01 00:00:00+00:00,A85021,EMIS
2019-08-01 00:00:00+00:00,A85023,EMIS
2019-08-01 00:00:00+00:00,A85024,EMIS
2019-08-01 00:00:00+00:00,A85026,EMIS
2019-08-01 00:00:00+00:00,A85609,EMIS
2019-08-01 00:00:00+00:00,A85611,EMIS
2019-08-01 00:00:00+00:00,A85614,EMIS
2019-08-01 00:00:00+00:00,A85616,EMIS
2019-08-01 00:00:00+00:00,A85617,EMIS
2019-08-01 00:00:00+00:00,A85620,EMIS
2019-08-01 00:00:00+00:00,A86003,EMIS
2019-08-01 00:00:00+00:00,A86005,EMIS
2019-08-01 00:00:00+00:00,A86007,EMIS
2019-08-01 00:00:00+00:00,A86008,EMIS
2019-08-01 00:00:00+00:00,A86013,EMIS
2019-08-01 00:00:00+00:00,A86016,EMIS
2019-08-01 00:00:00+00:00,A86017,EMIS
2019-08-01 00:00:00+00:00,A86021,EMIS
2019-08-01 00:00:00+00:00,A86022,EMIS
2019-08-01 00:00:00+00:00,A86024,EMIS
2019-08-01 00:00:00+00:00,A86025,EMIS
2019-08-01 00:00:00+00:00,A86027,EMIS
2019-08-01 00:00:00+00:00,A86028,EMIS
2019-08-01 00:00:00+00:00,A86029,EMIS
2019-08-01 00:00:00+00:00,A86031,EMIS
2019-08-01 00:00:00+00:00,A86033,EMIS
2019-08-01 00:00:00+00:00,A86040,EMIS
2019-08-01 00:00:00+00:00,A86041,EMIS
2019-08-01 00:00:00+00:00,A86601,EMIS
2019-08-01 00:00:00+00:00,A87003,EMIS
2019-08-01 00:00:00+00:00,A87004,EMIS
2019-08-01 00:00:00+00:00,A87008,EMIS
2019-08-01 00:00:00+00:00,A87013,EMIS
2019-08-01 00:00:00+00:00,A87015,EMIS
2019-08-01 00:00:00+00:00,A87016,EMIS
2019-08-01 00:00:00+00:00,A87019,EMIS
2019-08-01 00:00:00+00:00,A87029,EMIS
2019-08-01 00:00:00+00:00,A87030,EMIS
2019-08-01 00:00:00+00:00,A87615,EMIS
2019-08-01 00:00:00+00:00,A88001,EMIS
2019-08-01 00:00:00+00:00,A88002,EMIS
2019-08-01 00:00:00+00:00,A88003,EMIS
2019-08-01 00:00:00+00:00,A88004,EMIS
2019-08-01 00:00:00+00:00,A88005,EMIS
2019-08-01 00:00:00+00:00,A88006,EMIS
2019-08-01 00:00:00+00:00,A88007,EMIS
2019-08-01 00:00:00+00:00,A88008,EMIS
2019-08-01 00:00:00+00:00,A88009,EMIS
2019-08-01 00:00:00+00:00,A88010,EMIS
2019-08-01 00:00:00+00:00,A88012,EMIS
2019-08-01 00:00:00+00:00,A88013,EMIS
2019-08-01 00:00:00+00:00,A88014,EMIS
2019-08-01 00:00:00+00:00,A88015,EMIS
2019-08-01 00:00:00+00:00,A88016,EMIS
2019-08-01 00:00:00+00:00,A88022,EMIS
2019-08-01 00:00:00+00:00,A88023,EMIS
2019-08-01 00:00:00+00:00,A88025,EMIS
2019-08-01 00:00:00+00:00,A88601,EMIS
2019-08-01 00:00:00+00:00,A88608,EMIS
2019-08-01 00:00:00+00:00,A88613,EMIS
2019-08-01 00:00:00+00:00,A89001,EMIS
2019-08-01 00:00:00+00:00,A89002,EMIS
2019-08-01 00:00:00+00:00,A89004,EMIS
2019-08-01 00:00:00+00:00,A89005,EMIS
2019-08-01 00:00:00+00:00,A89006,EMIS
2019-08-01 00:00:00+00:00,A89007,EMIS
2019-08-01 00:00:00+00:00,A89008,EMIS
2019-08-01 00:00:00+00:00,A89009,EMIS
2019-08-01 00:00:00+00:00,A89010,EMIS
2019-08-01 00:00:00+00:00,A89011,EMIS
2019-08-01 00:00:00+00:00,A89012,EMIS
2019-08-01 00:00:00+00:00,A89013,EMIS
2019-08-01 00:00:00+00:00,A89015,EMIS
2019-08-01 00:00:00+00:00,A89016,EMIS
2019-08-01 00:00:00+00:00,A89017,EMIS
2019-08-01 00:00:00+00:00,A89018,EMIS
2019-08-01 00:00:00+00:00,A89019,EMIS
2019-08-01 00:00:00+00:00,A89020,EMIS
2019-08-01 00:00:00+00:00,A89021,EMIS
2019-08-01 00:00:00+00:00,A89022,EMIS
2019-08-01 00:00:00+00:00,A89023,EMIS
2019-08-01 00:00:00+00:00,A89024,EMIS
2019-08-01 00:00:00+00:00,A89025,EMIS
2019-08-01 00:00:00+00:00,A89026,EMIS
2019-08-01 00:00:00+00:00,A89027,EMIS
2019-08-01 00:00:00+00:00,A89028,EMIS
2019-08-01 00:00:00+00:00,A89030,EMIS
2019-08-01 00:00:00+00:00,A89031,EMIS
2019-08-01 00:00:00+00:00,A89032,EMIS
2019-08-01 00:00:00+00:00,A89034,EMIS
2019-08-01 00:00:00+00:00,A89035,EMIS
2019-08-01 00:00:00+00:00,A89036,EMIS
2019-08-01 00:00:00+00:00,A89040,EMIS
2019-08-01 00:00:00+00:00,A89041,EMIS
2019-08-01 00:00:00+00:00,A89603,EMIS
2019-08-01 00:00:00+00:00,A89604,EMIS
2019-08-01 00:00:00+00:00,A89614,EMIS
2019-08-01 00:00:00+00:00,A89616,EMIS
2019-08-01 00:00:00+00:00,A89617,EMIS
2019-08-01 00:00:00+00:00,A89623,EMIS
2019-08-01 00:00:00+00:00,B81004,EMIS
2019-08-01 00:00:00+00:00,B81006,EMIS
2019-08-01 00:00:00+00:00,B81016,EMIS
2019-08-01 00:00:00+00:00,B81024,EMIS
2019-08-01 00:00:00+00:00,B81025,EMIS
2019-08-01 00:00:00+00:00,B81029,EMIS
2019-08-01 00:00:00+00:00,B81031,EMIS
2019-08-01 00:00:00+00:00,B81034,EMIS
2019-08-01 00:00:00+00:00,B81036,EMIS
2019-08-01 00:00:00+00:00,B81037,EMIS
2019-08-01 00:00:00+00:00,B81038,EMIS
2019-08-01 00:00:00+00:00,B81043,EMIS
2019-08-01 00:00:00+00:00,B81051,EMIS
2019-08-01 00:00:00+00:00,B81063,EMIS
2019-08-01 00:00:00+00:00,B81075,EMIS
2019-08-01 00:00:00+00:00,B81077,EMIS
2019-08-01 00:00:00+00:00,B81082,EMIS
2019-08-01 00:00:00+00:00,B81091,EMIS
2019-08-01 00:00:00+00:00,B81092,EMIS
2019-08-01 00:00:00+00:00,B81109,EMIS
2019-08-01 00:00:00+00:00,B81112,EMIS
2019-08-01 00:00:00+00:00,B81118,EMIS
2019-08-01 00:00:00+00:00,B81119,EMIS
2019-08-01 00:00:00+00:00,B81619,EMIS
2019-08-01 00:00:00+00:00,B81628,EMIS
2019-08-01 00:00:00+00:00,B81631,EMIS
2019-08-01 00:00:00+00:00,B81664,EMIS
2019-08-01 00:00:00+00:00,B81666,EMIS
2019-08-01 00:00:00+00:00,B82002,EMIS
2019-08-01 00:00:00+00:00,B82008,EMIS
2019-08-01 00:00:00+00:00,B82010,EMIS
2019-08-01 00:00:00+00:00,B82017,EMIS
2019-08-01 00:00:00+00:00,B82019,EMIS
2019-08-01 00:00:00+00:00,B82021,EMIS
2019-08-01 00:00:00+00:00,B82030,EMIS
2019-08-01 00:00:00+00:00,B82031,EMIS
2019-08-01 00:00:00+00:00,B82033,EMIS
2019-08-01 00:00:00+00:00,B82036,EMIS
2019-08-01 00:00:00+00:00,B82041,EMIS
2019-08-01 00:00:00+00:00,B82042,EMIS
2019-08-01 00:00:00+00:00,B82046,EMIS
2019-08-01 00:00:00+00:00,B82047,EMIS
2019-08-01 00:00:00+00:00,B82049,EMIS
2019-08-01 00:00:00+00:00,B82051,EMIS
2019-08-01 00:00:00+00:00,B82061,EMIS
2019-08-01 00:00:00+00:00,B82062,EMIS
2019-08-01 00:00:00+00:00,B82064,EMIS
2019-08-01 00:00:00+00:00,B82072,EMIS
2019-08-01 00:00:00+00:00,B82079,EMIS
2019-08-01 00:00:00+00:00,B82080,EMIS
2019-08-01 00:00:00+00:00,B82081,EMIS
2019-08-01 00:00:00+00:00,B82086,EMIS
2019-08-01 00:00:00+00:00,B82098,EMIS
2019-08-01 00:00:00+00:00,B82101,EMIS
2019-08-01 00:00:00+00:00,B82103,EMIS
2019-08-01 00:00:00+00:00,B84003,EMIS
2019-08-01 00:00:00+00:00,B84006,EMIS
2019-08-01 00:00:00+00:00,B84011,EMIS
2019-08-01 00:00:00+00:00,B84013,EMIS
2019-08-01 00:00:00+00:00,B85005,EMIS
2019-08-01 00:00:00+00:00,B85010,EMIS
2019-08-01 00:00:00+00:00,B85022,EMIS
2019-08-01 00:00:00+00:00,B85023,EMIS
2019-08-01 00:00:00+00:00,B85027,EMIS
2019-08-01 00:00:00+00:00,B85038,EMIS
2019-08-01 00:00:00+00:00,B85062,EMIS
2019-08-01 00:00:00+00:00,B85610,EMIS
2019-08-01 00:00:00+00:00,B85611,EMIS
2019-08-01 00:00:00+00:00,B85660,EMIS
2019-08-01 00:00:00+00:00,B87016,EMIS
2019-08-01 00:00:00+00:00,B87032,EMIS
2019-08-01 00:00:00+00:00,B87033,EMIS
2019-08-01 00:00:00+00:00,B87044,EMIS
2019-08-01 00:00:00+00:00,C81003,EMIS
2019-08-01 00:00:00+00:00,C81004,EMIS
2019-08-01 00:00:00+00:00,C81016,EMIS
2019-08-01 00:00:00+00:00,C81025,EMIS
2019-08-01 00:00:00+00:00,C81027,EMIS
2019-08-01 00:00:00+00:00,C81028,EMIS
2019-08-01 00:00:00+00:00,C81029,EMIS
2019-08-01 00:00:00+00:00,C81034,EMIS
2019-08-01 00:00:00+00:00,C81036,EMIS
2019-08-01 00:00:00+00:00,C81038,EMIS
2019-08-01 00:00:00+00:00,C81039,EMIS
2019-08-01 00:00:00+00:00,C81049,EMIS
2019-08-01 00:00:00+00:00,C81055,EMIS
2019-08-01 00:00:00+00:00,C81063,EMIS
2019-08-01 00:00:00+00:00,C81065,EMIS
2019-08-01 00:00:00+00:00,C81069,EMIS
2019-08-01 00:00:00+00:00,C81074,EMIS
2019-08-01 00:00:00+00:00,C81075,EMIS
2019-08-01 00:00:00+00:00,C81077,EMIS
2019-08-01 00:00:00+00:00,C81080,EMIS
2019-08-01 00:00:00+00:00,C81081,EMIS
2019-08-01 00:00:00+00:00,C81082,EMIS
2019-08-01 00:00:00+00:00,C81086,EMIS
2019-08-01 00:00:00+00:00,C81092,EMIS
2019-08-01 00:00:00+00:00,C81106,EMIS
2019-08-01 00:00:00+00:00,C81113,EMIS
2019-08-01 00:00:00+00:00,C81118,EMIS
2019-08-01 00:00:00+00:00,C81611,EMIS
2019-08-01 00:00:00+00:00,C81615,EMIS
2019-08-01 00:00:00+00:00,C81633,EMIS
2019-08-01 00:00:00+00:00,C81634,EMIS
2019-08-01 00:00:00+00:00,C81660,EMIS
2019-08-01 00:00:00+00:00,C82009,EMIS
2019-08-01 00:00:00+00:00,C82011,EMIS
2019-08-01 00:00:00+00:00,C82016,EMIS
2019-08-01 00:00:00+00:00,C82022,EMIS
2019-08-01 00:00:00+00:00,C82034,EMIS
2019-08-01 00:00:00+00:00,C82042,EMIS
2019-08-01 00:00:00+00:00,C82043,EMIS
2019-08-01 00:00:00+00:00,C82044,EMIS
2019-08-01 00:00:00+00:00,C82048,EMIS
2019-08-01 00:00:00+00:00,C82102,EMIS
2019-08-01 00:00:00+00:00,C82109,EMIS
2019-08-01 00:00:00+00:00,C82112,EMIS
2019-08-01 00:00:00+00:00,C82600,EMIS
2019-08-01 00:00:00+00:00,C82627,EMIS
2019-08-01 00:00:00+00:00,C82650,EMIS
2019-08-01 00:00:00+00:00,C82676,EMIS
2019-08-01 00:00:00+00:00,C83003,EMIS
2019-08-01 00:00:00+00:00,C83026,EMIS
2019-08-01 00:00:00+00:00,C83036,EMIS
2019-08-01 00:00:00+00:00,C83038,EMIS
2019-08-01 00:00:00+00:00,C83039,EMIS
2019-08-01 00:00:00+00:00,C83044,EMIS
2019-08-01 00:00:00+00:00,C83053,EMIS
2019-08-01 00:00:00+00:00,C83054,EMIS
2019-08-01 00:00:00+00:00,C83063,EMIS
2019-08-01 00:00:00+00:00,C83614,EMIS
2019-08-01 00:00:00+00:00,C83617,EMIS
2019-08-01 00:00:00+00:00,C83644,EMIS
